307.0,397.0,679.0,1926.0,-295.0,154.0
-281.0,-199.0,679.0,1926.0,-295.0,154.0
290.0,352.0,681.0,310.0,56.0,63.0
287.0,348.0,676.0,254.0,14.0,-53.0
287.0,364.0,666.0,195.0,141.0,-93.0
296.0,326.0,681.0,3742.0,-672.0,-1261.0
371.0,363.0,690.0,9584.0,-2510.0,-1794.0
348.0,374.0,704.0,14617.0,-6370.0,-562.0
259.0,390.0,667.0,14562.0,-5720.0,3537.0
288.0,543.0,737.0,11668.0,-3774.0,4531.0
312.0,594.0,688.0,7690.0,-2309.0,4384.0
379.0,494.0,705.0,902.0,-1583.0,3460.0
402.0,443.0,729.0,1613.0,-1152.0,2998.0
352.0,401.0,683.0,-2050.0,-789.0,2110.0
364.0,412.0,684.0,521.0,-358.0,1183.0
359.0,432.0,680.0,-126.0,-170.0,914.0
376.0,379.0,674.0,335.0,249.0,747.0
380.0,379.0,681.0,992.0,-352.0,198.0
388.0,422.0,654.0,50.0,-3.0,-6.0
392.0,422.0,664.0,71.0,-55.0,187.0
369.0,333.0,689.0,4924.0,-1438.0,-2813.0
339.0,343.0,726.0,17539.0,-5735.0,-3688.0
243.0,396.0,700.0,25999.0,-8922.0,3244.0
254.0,551.0,692.0,8520.0,-3137.0,5814.0
330.0,606.0,726.0,6588.0,-2809.0,3846.0
407.0,542.0,720.0,3709.0,-1836.0,2539.0
380.0,446.0,717.0,-855.0,-1406.0,1362.0
376.0,407.0,701.0,997.0,-1106.0,1044.0
346.0,379.0,684.0,174.0,-546.0,651.0
359.0,380.0,697.0,204.0,-631.0,480.0
368.0,389.0,668.0,-452.0,-209.0,546.0
380.0,384.0,676.0,101.0,-30.0,2.0
382.0,425.0,685.0,-108.0,-293.0,61.0
386.0,416.0,665.0,263.0,-89.0,24.0
396.0,396.0,684.0,40.0,-376.0,-236.0
-571.0,35.0,684.0,40.0,-376.0,-236.0
291.0,353.0,679.0,176.0,-685.0,-182.0
323.0,357.0,675.0,1433.0,-817.0,-1886.0
376.0,371.0,688.0,7863.0,-2207.0,-2973.0
386.0,314.0,727.0,15865.0,-6706.0,-3043.0
263.0,475.0,698.0,17335.0,-7886.0,2231.0
268.0,535.0,742.0,7233.0,-4675.0,4268.0
359.0,528.0,787.0,4264.0,-3929.0,2690.0
414.0,453.0,760.0,4128.0,-2512.0,2052.0
380.0,400.0,711.0,2459.0,-1459.0,1880.0
369.0,386.0,709.0,1719.0,-1739.0,735.0
380.0,472.0,685.0,71.0,-1417.0,953.0
371.0,384.0,691.0,299.0,-1232.0,1058.0
376.0,368.0,702.0,495.0,-1217.0,103.0
384.0,425.0,670.0,377.0,-617.0,130.0
385.0,376.0,675.0,364.0,-302.0,-37.0
380.0,397.0,670.0,-87.0,-78.0,-351.0
390.0,428.0,664.0,232.0,124.0,-143.0
285.0,372.0,669.0,354.0,14.0,-570.0
298.0,370.0,679.0,834.0,-174.0,-465.0
321.0,367.0,672.0,1499.0,-619.0,-868.0
369.0,337.0,675.0,5531.0,-1780.0,-1908.0
386.0,377.0,704.0,15544.0,-5564.0,-1802.0
269.0,372.0,718.0,17233.0,-7536.0,2626.0
249.0,456.0,734.0,13477.0,-5072.0,4578.0
314.0,663.0,712.0,2801.0,-4298.0,4180.0
383.0,508.0,740.0,2083.0,-3621.0,2647.0
401.0,408.0,748.0,2363.0,-3133.0,1445.0
387.0,404.0,710.0,1653.0,-2141.0,877.0
378.0,400.0,716.0,1179.0,-1424.0,512.0
341.0,403.0,678.0,295.0,-540.0,413.0
365.0,380.0,681.0,1092.0,-107.0,264.0
371.0,396.0,692.0,433.0,-242.0,22.0
384.0,409.0,660.0,259.0,94.0,-44.0
394.0,412.0,680.0,299.0,211.0,-160.0
389.0,415.0,684.0,-220.0,277.0,-28.0
7.0,1298.0,-923.0,-1234.0,277.0,-28.0
345.0,341.0,689.0,3194.0,-1453.0,-1981.0
335.0,342.0,696.0,4660.0,-2255.0,-3048.0
297.0,339.0,697.0,10941.0,-4714.0,-3424.0
286.0,376.0,732.0,16204.0,-7325.0,-807.0
297.0,521.0,748.0,14810.0,-6336.0,2842.0
343.0,555.0,787.0,4750.0,-4989.0,2939.0
379.0,488.0,729.0,4543.0,-3335.0,2031.0
394.0,403.0,735.0,3175.0,-2551.0,1057.0
367.0,410.0,707.0,1686.0,-1440.0,904.0
364.0,391.0,702.0,546.0,-691.0,571.0
359.0,371.0,696.0,338.0,-83.0,458.0
367.0,390.0,685.0,497.0,-44.0,105.0
385.0,428.0,668.0,146.0,245.0,109.0
387.0,419.0,682.0,66.0,-162.0,186.0
384.0,408.0,662.0,13.0,-140.0,-109.0
5.0,-638.0,-172.0,13.0,-140.0,-109.0
312.0,369.0,663.0,1576.0,-1036.0,-1086.0
339.0,367.0,655.0,5140.0,-1178.0,-2401.0
408.0,329.0,739.0,13866.0,-4684.0,-3169.0
279.0,366.0,724.0,13359.0,-7220.0,-658.0
245.0,397.0,743.0,16633.0,-7438.0,2575.0
295.0,600.0,742.0,4058.0,-4335.0,3798.0
364.0,531.0,760.0,5221.0,-3689.0,1998.0
398.0,465.0,758.0,5066.0,-3127.0,1273.0
374.0,408.0,710.0,2667.0,-2163.0,1194.0
372.0,374.0,708.0,1049.0,-1488.0,1076.0
348.0,359.0,700.0,916.0,-784.0,808.0
359.0,369.0,691.0,271.0,-307.0,173.0
382.0,415.0,679.0,575.0,187.0,228.0
384.0,380.0,684.0,455.0,67.0,-183.0
388.0,416.0,670.0,80.0,142.0,-424.0
391.0,428.0,671.0,124.0,253.0,-132.0
383.0,396.0,678.0,-517.0,336.0,-52.0
4.0,703.0,-362.0,-171.0,336.0,-52.0
316.0,379.0,673.0,2133.0,-1151.0,-637.0
319.0,326.0,663.0,2142.0,-1716.0,-2003.0
365.0,368.0,672.0,8588.0,-3505.0,-2818.0
347.0,335.0,662.0,13272.0,-5852.0,-2023.0
300.0,443.0,751.0,13514.0,-7378.0,300.0
305.0,566.0,748.0,9256.0,-5946.0,1613.0
336.0,503.0,790.0,8228.0,-4300.0,2040.0
381.0,483.0,742.0,6280.0,-2705.0,1467.0
396.0,454.0,730.0,3529.0,-1974.0,1078.0
374.0,419.0,700.0,2682.0,-994.0,1065.0
361.0,378.0,720.0,1346.0,-1086.0,853.0
343.0,396.0,675.0,219.0,-528.0,554.0
369.0,404.0,688.0,-44.0,-414.0,403.0
387.0,423.0,683.0,-65.0,-239.0,449.0
386.0,391.0,676.0,207.0,-116.0,157.0
388.0,420.0,673.0,-388.0,86.0,156.0
396.0,414.0,678.0,-227.0,250.0,138.0
333.0,335.0,687.0,9922.0,-5378.0,-1475.0
306.0,392.0,707.0,10622.0,-6936.0,380.0
306.0,407.0,725.0,6610.0,-6512.0,173.0
327.0,565.0,719.0,6714.0,-6221.0,-634.0
360.0,513.0,774.0,7084.0,-5501.0,-729.0
433.0,465.0,757.0,6370.0,-4281.0,-183.0
433.0,415.0,728.0,3652.0,-2618.0,82.0
419.0,386.0,715.0,2335.0,-1141.0,191.0
363.0,409.0,697.0,1636.0,24.0,576.0
364.0,382.0,699.0,1765.0,422.0,375.0
352.0,394.0,682.0,465.0,367.0,247.0
376.0,415.0,675.0,26.0,454.0,417.0
387.0,404.0,683.0,145.0,100.0,417.0
384.0,403.0,675.0,-152.0,120.0,226.0
300.0,359.0,667.0,784.0,-387.0,-303.0
305.0,355.0,668.0,2227.0,-1010.0,-1195.0
324.0,355.0,675.0,4423.0,-1666.0,-2279.0
383.0,336.0,702.0,12707.0,-4498.0,-2374.0
312.0,363.0,711.0,17258.0,-7443.0,796.0
271.0,474.0,729.0,17713.0,-6259.0,4193.0
257.0,643.0,681.0,9569.0,-2398.0,5233.0
269.0,579.0,712.0,4323.0,-1998.0,3592.0
368.0,495.0,742.0,3210.0,-1874.0,2635.0
374.0,408.0,723.0,1036.0,-1457.0,2282.0
359.0,397.0,701.0,-2014.0,-1499.0,1753.0
380.0,380.0,694.0,-1357.0,-936.0,1399.0
375.0,374.0,691.0,-705.0,-861.0,921.0
372.0,405.0,659.0,-702.0,-103.0,364.0
381.0,415.0,683.0,-223.0,-38.0,374.0
380.0,392.0,687.0,-135.0,-64.0,136.0
5.0,1124.0,-70.0,-353.0,-64.0,136.0
307.0,327.0,672.0,701.0,-364.0,-1352.0
328.0,359.0,680.0,4313.0,-1731.0,-2149.0
339.0,320.0,678.0,9230.0,-4100.0,-2266.0
299.0,345.0,697.0,12459.0,-6681.0,-354.0
272.0,380.0,740.0,11476.0,-6814.0,1411.0
297.0,515.0,737.0,5797.0,-5589.0,1771.0
344.0,483.0,767.0,6504.0,-5077.0,1629.0
383.0,434.0,747.0,4406.0,-4182.0,1312.0
388.0,408.0,726.0,3180.0,-2767.0,1157.0
376.0,386.0,726.0,2113.0,-2274.0,1078.0
359.0,359.0,705.0,1753.0,-1589.0,452.0
380.0,387.0,707.0,767.0,-1252.0,-28.0
396.0,409.0,678.0,258.0,-509.0,120.0
386.0,367.0,674.0,178.0,-46.0,-134.0
401.0,396.0,684.0,275.0,93.0,-588.0
9.0,-119.0,-532.0,275.0,93.0,-588.0
310.0,319.0,666.0,110.0,-341.0,-1567.0
342.0,377.0,675.0,4306.0,-1705.0,-2503.0
344.0,343.0,672.0,9796.0,-3773.0,-2766.0
306.0,357.0,712.0,14598.0,-6163.0,-1285.0
288.0,441.0,764.0,17421.0,-7194.0,1402.0
284.0,575.0,710.0,7383.0,-4678.0,3104.0
345.0,527.0,773.0,5200.0,-4051.0,2271.0
386.0,483.0,734.0,3637.0,-2925.0,1683.0
393.0,404.0,712.0,2319.0,-1829.0,1027.0
386.0,407.0,706.0,1573.0,-930.0,1042.0
350.0,358.0,715.0,728.0,-624.0,1033.0
353.0,371.0,697.0,636.0,-420.0,316.0
364.0,416.0,674.0,709.0,-207.0,15.0
381.0,418.0,683.0,404.0,-229.0,-53.0
387.0,413.0,666.0,276.0,25.0,9.0
314.0,332.0,676.0,523.0,-264.0,-1389.0
347.0,355.0,688.0,2365.0,-564.0,-2591.0
319.0,317.0,702.0,6399.0,-1718.0,-4170.0
291.0,341.0,713.0,12190.0,-5239.0,-4514.0
275.0,369.0,710.0,15234.0,-7428.0,-1050.0
310.0,479.0,762.0,7227.0,-6185.0,829.0
352.0,478.0,782.0,7185.0,-4706.0,627.0
402.0,444.0,784.0,6679.0,-3767.0,579.0
398.0,387.0,724.0,4630.0,-2203.0,899.0
351.0,405.0,696.0,1752.0,-1243.0,1202.0
345.0,394.0,710.0,780.0,-1361.0,1215.0
344.0,391.0,695.0,240.0,-1002.0,631.0
366.0,399.0,679.0,229.0,-519.0,399.0
384.0,398.0,686.0,259.0,-249.0,235.0
382.0,399.0,678.0,-216.0,206.0,-19.0
393.0,413.0,685.0,209.0,332.0,-9.0
380.0,410.0,674.0,-837.0,893.0,202.0
313.0,369.0,679.0,317.0,-530.0,122.0
294.0,376.0,675.0,171.0,-792.0,-289.0
308.0,359.0,670.0,232.0,-718.0,-1415.0
349.0,357.0,675.0,1185.0,-469.0,-2917.0
361.0,344.0,700.0,6335.0,-1050.0,-4861.0
297.0,296.0,714.0,13008.0,-3950.0,-5934.0
260.0,364.0,732.0,18686.0,-7682.0,-2248.0
280.0,484.0,808.0,8819.0,-6469.0,833.0
346.0,427.0,796.0,6209.0,-4887.0,995.0
384.0,390.0,748.0,4506.0,-3307.0,1106.0
383.0,360.0,732.0,2821.0,-2436.0,931.0
353.0,379.0,712.0,2160.0,-1981.0,537.0
360.0,395.0,699.0,1099.0,-1509.0,196.0
372.0,393.0,694.0,541.0,-1023.0,164.0
384.0,376.0,688.0,337.0,-548.0,-82.0
391.0,398.0,679.0,534.0,-38.0,-329.0
395.0,421.0,684.0,105.0,166.0,-191.0
397.0,414.0,686.0,204.0,442.0,69.0
295.0,374.0,668.0,555.0,-15.0,57.0
294.0,355.0,673.0,624.0,-323.0,-277.0
289.0,353.0,671.0,573.0,-476.0,-812.0
314.0,339.0,677.0,2859.0,-1183.0,-2752.0
334.0,364.0,651.0,4111.0,-1894.0,-4316.0
359.0,286.0,690.0,8502.0,-3407.0,-5546.0
312.0,337.0,749.0,13883.0,-6836.0,-4410.0
284.0,416.0,758.0,10100.0,-7600.0,-1354.0
346.0,436.0,786.0,5976.0,-6086.0,-240.0
421.0,376.0,777.0,5649.0,-4478.0,125.0
396.0,374.0,723.0,5015.0,-2823.0,408.0
389.0,359.0,724.0,3209.0,-2153.0,273.0
369.0,400.0,692.0,1803.0,-1482.0,104.0
366.0,409.0,688.0,1792.0,-923.0,-129.0
383.0,399.0,692.0,1178.0,-728.0,-274.0
388.0,391.0,678.0,729.0,-386.0,-236.0
293.0,367.0,675.0,242.0,-302.0,-163.0
295.0,363.0,668.0,160.0,-217.0,45.0
284.0,364.0,665.0,-252.0,31.0,181.0
288.0,367.0,671.0,162.0,14.0,-12.0
311.0,348.0,670.0,576.0,-127.0,-1143.0
348.0,375.0,673.0,4864.0,-624.0,-2379.0
360.0,321.0,701.0,10991.0,-2977.0,-3979.0
305.0,342.0,707.0,17449.0,-6505.0,-1701.0
275.0,434.0,734.0,15988.0,-6377.0,1984.0
284.0,553.0,756.0,5172.0,-4705.0,2743.0
323.0,507.0,753.0,5479.0,-3629.0,1677.0
377.0,492.0,746.0,4134.0,-2939.0,1495.0
384.0,389.0,724.0,1991.0,-2319.0,1545.0
359.0,399.0,696.0,554.0,-1517.0,1229.0
370.0,398.0,702.0,120.0,-1004.0,1174.0
368.0,384.0,688.0,-116.0,-516.0,706.0
380.0,406.0,681.0,581.0,-61.0,441.0
380.0,400.0,689.0,-114.0,-44.0,311.0
387.0,406.0,675.0,192.0,226.0,124.0
9.0,-147.0,26.0,-6.0,226.0,124.0
297.0,394.0,674.0,1284.0,-68.0,-234.0
298.0,346.0,675.0,285.0,-209.0,-842.0
300.0,358.0,666.0,2427.0,-799.0,-1950.0
331.0,358.0,668.0,5710.0,-2154.0,-2770.0
347.0,369.0,668.0,8743.0,-4033.0,-3229.0
335.0,382.0,731.0,9792.0,-5837.0,-2964.0
342.0,456.0,760.0,13477.0,-6888.0,-619.0
293.0,474.0,788.0,8387.0,-6227.0,1156.0
328.0,486.0,771.0,6163.0,-4619.0,1543.0
370.0,460.0,753.0,5010.0,-3479.0,1512.0
377.0,384.0,721.0,2882.0,-2280.0,1306.0
360.0,388.0,707.0,1312.0,-1494.0,1267.0
355.0,380.0,696.0,519.0,-902.0,1196.0
358.0,363.0,696.0,573.0,-630.0,593.0
369.0,403.0,679.0,168.0,-368.0,187.0
391.0,400.0,687.0,341.0,-304.0,15.0
4.0,1959.0,485.0,-694.0,-304.0,15.0
294.0,380.0,673.0,1588.0,74.0,-890.0
285.0,390.0,667.0,1255.0,-185.0,-714.0
317.0,367.0,664.0,1166.0,-586.0,-1430.0
366.0,373.0,684.0,4831.0,-1531.0,-2422.0
341.0,322.0,691.0,10395.0,-4141.0,-3579.0
262.0,344.0,709.0,14002.0,-7669.0,-1551.0
265.0,414.0,733.0,15024.0,-7940.0,1900.0
265.0,641.0,715.0,4791.0,-5180.0,3274.0
366.0,434.0,818.0,6158.0,-4481.0,2060.0
363.0,423.0,739.0,5174.0,-3270.0,1474.0
376.0,390.0,697.0,2448.0,-2148.0,1264.0
371.0,395.0,711.0,34.0,-1812.0,1354.0
361.0,364.0,679.0,199.0,-556.0,624.0
382.0,402.0,705.0,345.0,-280.0,241.0
372.0,418.0,671.0,14.0,405.0,449.0
372.0,388.0,678.0,602.0,336.0,-71.0
388.0,432.0,679.0,67.0,39.0,-182.0
304.0,364.0,685.0,1052.0,-496.0,-616.0
297.0,379.0,673.0,761.0,-577.0,-977.0
318.0,371.0,679.0,1630.0,-1088.0,-1519.0
328.0,355.0,672.0,1561.0,-1265.0,-2263.0
331.0,323.0,712.0,6940.0,-2796.0,-3455.0
305.0,328.0,707.0,12237.0,-6004.0,-3122.0
254.0,354.0,711.0,13174.0,-7701.0,-492.0
271.0,462.0,740.0,4270.0,-6721.0,561.0
345.0,442.0,798.0,5740.0,-6324.0,-111.0
375.0,403.0,763.0,5409.0,-4730.0,302.0
377.0,372.0,742.0,4402.0,-3320.0,669.0
367.0,403.0,710.0,2823.0,-2042.0,749.0
365.0,386.0,700.0,1673.0,-1105.0,829.0
349.0,395.0,688.0,674.0,-365.0,815.0
